"player","name","week","position","team","opponent","fantasy_points","fantasy_points_rank","pass_attempts","completions","passing_yards","air_yards_pass","passing_touchdowns","interceptions","carries","rushing_yards","rushing_touchdowns","targets","target_share","receptions","receiving_yards","air_yards","receiving_touchdowns","total_touches","total_yards","snaps","snap_share","pass_snaps","run_snaps","red_zone_snaps","play_action_snaps","snaps_in_motion","shotgun_snaps","backfield_snaps","slot_snaps","inline_snaps","snaps_out_wide","routes_run","primary_corner","hog_rate","contested_targets","contested_catches","catchable_targets","drops","deep_ball_attempts","deep_ball_completions","throws_under_duress","qb_seconds_to_throw","oline_hurries","batted_throws","money_throws","danger_plays","qb_throw_aways","sacks_taken","interceptable_passes","catchable_passes","yards_created","yards_created_rushing","yards_created_receiving","yards_blocked","evaded_tackles","defenders_in_box","defenders_in_box_pass_snaps","defenders_in_box_run_snaps","defenders_in_box_red_zone_snaps","passing_first_downs","rushing_first_downs","receiving_first_downs","red_zone_passes","red_zone_completions","red_zone_carries","red_zone_targets","goal_line_passes","goal_line_carries","goal_line_targets","end_zone_targets","first_down_targets","second_down_targets","third_down_targets","fourth_down_targets","first_down_receiving_yards","second_down_receiving_yards","third_down_receiving_yards","fourth_down_receiving_yards","first_down_throws","second_down_throws","third_down_throws","fourth_down_throws","first_down_passing_yards","second_down_passing_yards","third_down_passing_yards","fourth_down_passing_yards","first_down_carries","second_down_carries","third_down_carries","fourth_down_carries","first_down_rushing_yards","second_down_rushing_yards","third_down_rushing_yards","fourth_down_rushing_yards","carries_left","carries_middle","carries_right","carries_inside","carries_outside","targets_left","targets_middle","targets_right"
"00-0039796","Rasheen Ali",1,"RB","BAL","BUF",0.5,73,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,1,5,1,1.9608,0,1,1,,1,1,1,0,,,0,"",0,,,,,0,0,,,,,,,,,,,5,5,,0,0,6,,6,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,1,,1,,,,
"00-0037248","James Cook",1,"RB","BUF","BAL",21.2,4,0,0,0,0,0,0,13,44,1,5,11.1111,5,58,-6,0,18,102,48,59.2593,24,22,11,,8,30,46,1,,1,26,"",10.4167,0,0,5,,0,0,,,,,,,,,,,68,16,52,34,3,6.15,5.92,6.41,6.6,,2,1,,,4,,,2,,,2,2,1,,4,3,51,,,,,,,,,,5,7,1,,36,10,-2,,5,5,3,9,4,1,,4
"00-0039875","Ray Davis",1,"RB","BUF","BAL",1.1,68,0,0,0,0,0,0,1,2,0,1,2.2222,1,-1,-7,0,2,1,9,11.1111,4,3,2,1,3,6,7,2,,,5,"CA-1350",11.1111,0,0,1,,0,0,,,,,,,,,,,1,1,0,0,0,5.57,5.5,5.67,7,,,,,,,1,,,,,1,,,,-1,,,,,,,,,,,,1,,,,2,,,,,,1,,1,1,,
"00-0035537","Ty Johnson",1,"RB","BUF","BAL",2.4,56,0,0,0,0,0,0,2,24,0,2,4.4444,0,0,9,0,4,24,25,30.8642,18,4,9,2,5,22,21,1,,3,14,"CA-1350",8,0,,0,,0,0,,,,,,,,,,,5,5,,19,0,5.73,5.67,6,5.88,,1,,,,,1,,,,,1,1,,,0,0,,,,,,,,,,,1,,1,,7,,17,,1,,1,,2,2,,
"00-0036555","Chuba Hubbard",1,"RB","CAR","JAX",17.9,8,0,0,0,0,0,0,16,57,0,5,14.7059,3,32,-14,1,21,89,42,66.6667,22,17,4,5,2,33,37,1,,4,18,"JJ-2405",11.9048,0,0,4,,0,0,,,,,,,,,,,58,31,27,31,1,6.13,5.77,6.59,6,,3,1,,,3,,,,,,2,3,,,29,3,,,,,,,,,,,7,7,2,,44,10,3,,,13,3,13,3,2,1,2
"00-0036139","Rico Dowdle",1,"RB","CAR","JAX",3.6,47,0,0,0,0,0,0,3,12,0,3,8.8235,2,4,-1,0,6,16,21,33.3333,14,7,0,,1,18,17,1,1,2,14,"DL-9902",14.2857,0,0,3,1,0,0,,,,,,,,,,,9,5,4,7,0,5.76,5.64,6,,,,,,,,,,,,,1,1,1,,0,3,1,,,,,,,,,,1,2,,,9,3,,,,3,,3,,1,2,
"00-0040644","Trevor Etienne",1,"RB","CAR","JAX",0.4,75,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,4,2,3.1746,0,2,1,,2,1,1,1,,,0,"",0,,,,,0,0,,,,,,,,,,,2,2,,2,0,6.5,,6.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,1,,1,,,
"00-0036275","D'Andre Swift",1,"RB","CHI","MIN",9.5,27,0,0,0,0,0,0,17,53,0,5,14.7059,3,12,-3,0,22,65,55,83.3333,30,22,4,7,1,28,52,0,,3,26,"BM-3687",9.0909,0,0,3,,0,0,,,,,,,,,,,49,47,2,16,2,5.67,5.63,5.73,6.25,,1,1,,,1,,,,,,3,2,,,4,8,,,,,,,,,,,10,6,1,,33,13,7,,5,4,8,10,7,1,,4
"00-0040236","Kyle Monangai",1,"RB","CHI","MIN",2.1,59,0,0,0,0,0,0,0,0,0,1,2.9412,1,11,5,0,1,11,8,12.1212,6,2,1,3,,4,7,0,,1,7,"",12.5,0,0,1,,0,0,,,,,,,,,,,0,,0,11,1,5.5,5.83,4.5,3,,,1,,,,,,,,,,1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,1,
"00-0038597","Chase Brown",1,"RB","CIN","CLE",13.1,22,0,0,0,0,0,0,21,43,1,3,13.0435,2,8,0,0,24,51,39,75,15,21,9,4,1,28,37,1,,1,12,"DW-0850",7.6923,1,0,3,1,0,0,,,,,,,,,,,58,55,3,-7,9,6.61,6.07,7,6.75,,2,,,,4,1,,2,,,1,1,1,,7,1,0,,,,,,,,,,10,7,4,,22,18,3,,2,6,13,15,6,,,3
"00-0033526","Samaje Perine",1,"RB","CIN","CLE",2.6,50,0,0,0,0,0,0,0,0,0,2,8.6957,2,6,2,0,2,6,13,25,11,2,0,1,2,13,11,0,2,,10,"",15.3846,0,0,2,,0,0,,,,,,,,,,,1,,1,0,0,5.23,5.27,5,,,,1,,,,,,,,,1,,1,,1,,5,,,,,,,,,,,,,,,,,,,,,,,2,,
"00-0040162","Dylan Sampson",1,"RB","CLE","CIN",17.3,9,0,0,0,0,0,0,12,29,0,8,19.0476,8,64,-25,0,20,93,33,43.4211,18,14,4,6,3,22,31,2,,,14,"DH-0912",24.2424,0,0,8,,0,0,,,,,,,,,,,72,38,34,21,9,6.03,5.67,6.5,6,,2,2,,,2,2,,,,,2,5,1,,15,44,5,,,,,,,,,,7,4,1,,16,9,4,,3,1,8,4,8,3,,5
"00-0037267","Jerome Ford",1,"RB","CLE","CIN",1.5,63,0,0,0,0,0,0,6,8,0,1,2.381,1,-3,-5,0,7,5,41,53.9474,29,8,6,6,5,32,38,0,3,,24,"",2.439,0,0,1,,0,0,,,,,,,,,,,12,11,1,-7,0,5.7,5.41,6.75,6.17,,,,,,2,,,2,,,1,,,,-3,,,,,,,,,,,,3,2,1,,3,3,2,,2,1,3,5,1,,,1
"00-0040466","Raheim Sanders",1,"RB","CLE","CIN",6.3,36,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,3,3,3,3.9474,0,3,2,,,0,3,0,,,0,"",0,,,,,0,0,,,,,,,,,,,2,2,,0,0,8.67,,8.67,9.5,,1,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,1,2,,,0,3,,1,2,1,2,,,
"00-0036997","Javonte Williams",1,"RB","DAL","PHI",20.4,5,0,0,0,0,0,0,15,54,2,3,9.0909,2,10,3,0,18,64,46,76.6667,28,16,5,7,2,33,43,2,,1,24,"AJ-0050",6.5217,0,0,2,,0,0,,,,,,,,,,,46,43,3,17,4,6.34,6.11,6.75,7.75,,3,,,,3,,,2,,,,1,2,,,0,10,,,,,,,,,,9,4,2,,28,20,6,,6,6,3,12,3,1,1,1
"00-0035243","Miles Sanders",1,"RB","DAL","PHI",4,46,0,0,0,0,0,0,4,53,0,1,3.0303,1,-3,-5,0,5,50,11,18.3333,3,5,2,2,,7,11,0,,,2,"",9.0909,0,0,1,,0,0,,,,,,1,,,,,17,17,0,33,1,6.5,6.33,6.6,6.5,,1,,,,2,,,,,,1,,,,-3,,,,,,,,,,,,3,1,,,4,49,,,3,,1,2,2,,,1
"00-0036158","J.K. Dobbins",1,"RB","DEN","TEN",14.8,14,0,0,0,0,0,0,16,63,1,2,5.5556,2,5,-3,0,18,68,39,52.7027,16,20,5,8,2,18,38,1,,,13,"CB-0750",5.1282,0,0,2,,0,0,,,,,,,,,,,51,50,1,17,4,6.22,5.94,6.45,6.4,,2,,,,3,,,,,,1,1,,,2,3,,,,,,,,,,,10,4,2,,61,5,-3,,7,1,8,7,9,1,,1
"00-0040730","RJ Harvey",1,"RB","DEN","TEN",7.9,33,0,0,0,0,0,0,6,70,0,1,2.7778,1,-1,-2,0,7,69,22,29.7297,14,8,1,4,1,19,17,1,,4,12,"DB-2201",4.5455,0,0,1,,0,0,,,,,,,,,,,55,55,0,14,2,5.86,5.71,6.12,6,,1,,,,,,,,,,1,,,,-1,,,,,,,,,,,,5,1,,,67,3,,,1,2,3,5,1,1,,
"00-0037085","Tyler Badie",1,"RB","DEN","TEN",3.6,47,0,0,0,0,0,0,0,0,0,6,16.6667,2,16,18,0,6,16,13,17.5676,11,0,0,1,1,13,13,0,,,10,"",46.1538,0,0,3,1,1,0,,,,,,,,,,,3,,3,13,0,5.64,5.64,,,,,,,,,,,,,1,1,3,2,,0,16,0,,,,,,,,,,,,,,,,,,,,,,,3,2,1
"00-0035685","David Montgomery",1,"RB","DET","GB",8.3,31,0,0,0,0,0,0,11,25,0,4,10.5263,4,18,4,0,15,43,25,37.8788,14,11,6,3,,14,25,0,,,13,"",16,0,0,4,,0,0,,,,,,,,,,,28,22,6,15,1,5.88,5.71,6.09,5.5,,1,1,,,1,1,,,,,2,,2,,4,,14,,,,,,,,,,3,6,2,,10,14,1,,2,6,3,9,2,1,2,1
"00-0039139","Jahmyr Gibbs",1,"RB","DET","GB",15,13,0,0,0,0,0,0,9,19,0,10,26.3158,10,31,0,0,19,50,43,65.1515,30,11,7,3,5,27,42,0,,1,26,"CV-5555",23.2558,0,0,10,,0,0,,,,,,,,,,,34,21,13,12,8,5.76,5.43,6.64,5.43,,1,1,,,2,2,,,,,4,4,2,,15,11,5,,,,,,,,,,4,5,,,14,5,,,4,1,4,3,6,2,3,5
"00-0038685","Chris Brooks",1,"RB","GB","DET",1.3,64,0,0,0,0,0,0,1,1,0,1,4.5455,1,2,2,0,2,3,9,19.1489,6,3,2,1,2,8,8,0,1,,2,"",11.1111,0,0,1,,0,0,,,,,,,,,,,2,2,,-1,0,6.67,6.5,7,6.5,,,,,,,1,,,,,,1,,,,2,,,,,,,,,,,,1,,,,1,,,,1,,1,,1,,
"00-0038797","Emanuel Wilson",1,"RB","GB","DET",0.4,75,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,4,1,2.1277,0,1,0,,,0,1,0,,,0,"",0,,,,,0,0,,,,,,,,,,,2,2,,2,0,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,1,,,,1,,,
"00-0035700","Josh Jacobs",1,"RB","GB","DET",14,18,0,0,0,0,0,0,19,66,1,1,4.5455,1,4,1,0,20,70,42,89.3617,19,22,12,6,4,27,39,1,,1,10,"JC-0224",2.381,0,0,1,,0,0,,,,,,,,,,,55,55,0,12,2,6.85,6.53,7.14,6.92,,2,,,,5,,,1,,,1,,,,4,,,,,,,,,,,,10,5,4,,35,33,-2,,7,4,8,10,9,,1,
"00-0037258","Dameon Pierce",1,"RB","HOU","LAR",0.5,73,0,0,0,0,0,0,3,5,0,1,3.7037,0,0,-4,0,4,5,6,9.5238,3,3,1,,,4,6,0,,,3,"",16.6667,0,,1,1,0,0,,,,,,,,,,,2,2,,3,0,5.83,6,5.67,6,,,,,,1,,,,,,1,,,,0,,,,,,,,,,,,1,2,,,2,3,,,1,1,1,2,1,1,,
"00-0033854","Dare Ogunbowale",1,"RB","HOU","LAR",2.6,53,0,0,0,0,0,0,2,9,0,2,7.4074,2,17,5,0,4,26,18,28.5714,10,6,1,,,17,17,0,,1,9,"AW-1850",11.1111,0,0,2,,0,0,,,,,,1,,,,,11,11,0,15,1,5.5,5.5,5.5,6,,,1,,,,,,,,,2,,,,17,,,,,,,,,,,,,,2,,,,9,,1,1,,2,,,,2
"00-0034791","Nick Chubb",1,"RB","HOU","LAR",6,37,0,0,0,0,0,0,13,60,0,1,3.7037,0,0,5,0,14,60,32,50.7937,13,15,2,5,,18,32,0,,,6,"",3.125,0,,0,,0,0,,,,,,,,,,,43,43,,17,8,6.25,6.31,6.2,6.5,,3,,,,,,,,,,,1,,,,0,,,,,,,,,,,7,6,,,25,35,,,2,6,5,12,1,1,,
"00-0040583","Woody Marks",1,"RB","HOU","LAR",0.3,77,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,7,11.1111,4,3,0,,1,5,7,0,,,3,"",0,,,,,0,0,,,,,,,,,,,6,6,,-3,1,5.71,5.75,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,2,,,2,,1,2,1,,,
"00-0040179","DJ Giddens",1,"RB","IND","MIA",4.1,45,0,0,0,0,0,0,12,41,0,0,0,0,0,0,0,12,41,19,26.0274,2,16,5,1,,11,19,0,,,3,"",0,,,,,0,0,,,,,,,,,,,28,28,,13,3,6.61,6,6.69,6.8,,2,,,,2,,,1,,,,,,,,,,,,,,,,,,,5,5,1,1,8,25,2,6,4,6,2,8,4,,,
"00-0036223","Jonathan Taylor",1,"RB","IND","MIA",12.8,23,0,0,0,0,0,0,18,71,0,3,10.3448,3,27,-2,0,21,98,52,71.2329,28,23,15,10,,38,50,0,,2,28,"JJ-0111",5.7692,0,0,3,,0,0,,,,,,,,,,,53,46,7,45,9,6.14,6.07,6.22,6.21,,3,2,,,7,,,2,,,1,1,1,,5,16,6,,,,,,,,,,11,6,1,,58,16,-3,,6,5,7,9,9,1,,2
"00-0040476","Ulysses Bentley IV",1,"RB","IND","MIA",0,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1.3699,0,1,0,,,1,1,0,,,0,"",0,,,,,0,0,,,,,,,,,,,1,1,,-1,0,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,1,,,,1,,,
"00-0040719","Bhayshul Tuten",1,"RB","JAX","CAR",1.1,67,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,3,11,4,6.3492,0,4,3,,,0,4,0,,,0,"",0,,,,,0,0,,,,,,,,,,,13,13,,-2,1,7,,7,7,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,2,1,,,8,3,,,,3,,3,,,,
"00-0040238","LeQuint Allen Jr.",1,"RB","JAX","CAR",2.1,59,0,0,0,0,0,0,1,7,0,1,3.4483,1,4,-4,0,2,11,9,14.2857,8,1,0,,,9,8,1,,,5,"TW-2401",11.1111,0,0,1,,0,0,,,,,,,,,,,5,2,3,6,0,6,6,6,,,1,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,1,,,,7,,,1,,1,,,,1
"00-0038555","Tank Bigsby",1,"RB","JAX","CAR",1.2,66,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,5,12,14,22.2222,7,5,2,4,1,7,14,0,,,6,"",0,,,,,0,0,,,,,,,,,,,14,14,,-2,2,6.42,6.29,6.6,6.5,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,6,2,1,3,1,2,2,3,2,,,
"00-0036973","Travis Etienne Jr.",1,"RB","JAX","CAR",18.6,6,0,0,0,0,0,0,16,143,0,3,10.3448,3,13,-10,0,19,156,37,58.7302,16,20,8,5,3,19,36,0,,1,15,"JH-1797",8.1081,0,0,3,,0,0,,,,,,,,,,,105,97,8,51,6,6.47,6.38,6.55,6.75,,3,,,,4,,,,,,1,2,,,3,10,,,,,,,,,,,11,3,2,,123,19,1,,5,10,1,12,4,2,,1
"00-0040078","Brashard Smith",1,"RB","KC","LAC",0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13.3333,5,3,0,1,3,7,7,0,,1,6,"TS-2402",0,,,,,0,0,,,,,,,,,,,,,,,,5.62,5.2,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0037197","Isiah Pacheco",1,"RB","KC","LAC",4.8,41,0,0,0,0,0,0,5,25,0,3,7.8947,2,3,-12,0,8,28,30,50,18,9,5,2,4,25,28,1,,1,16,"DH-7777",10,0,0,3,1,0,0,,,,,,,,,,,14,14,0,14,2,5.52,5.22,6.11,5.5,,1,,,,1,,,,,,1,2,,,4,-1,,,,,,,,,,,3,2,,,11,14,,,2,,3,3,2,2,,1
"00-0033923","Kareem Hunt",1,"RB","KC","LAC",4.6,44,0,0,0,0,0,0,5,16,0,3,7.8947,2,10,-2,0,8,26,23,38.3333,17,6,4,3,4,18,23,0,,,12,"",13.0435,0,0,2,,0,0,,,,,,,,,,,12,12,0,14,0,5.78,5.59,6.33,5.5,,2,1,,,,,,,,,,1,1,1,,4,0,6,,,,,,,,,2,1,1,1,7,1,2,6,1,2,2,4,1,1,,2
"00-0037617","Hassan Haskins",1,"RB","LAC","KC",0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5873,1,0,0,1,,1,1,0,,,1,"",0,,,,,0,0,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0036893","Najee Harris",1,"RB","LAC","KC",2,61,0,0,0,0,0,0,1,5,0,1,2.9412,1,5,5,0,2,10,12,19.0476,10,1,2,2,1,11,10,0,1,1,6,"JW-4213",8.3333,0,0,1,,0,0,,,,,,,,,,,4,4,0,6,1,6,5.9,7,7.5,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,1,,,,5,,,,,1,,1,,,,1
"00-0040666","Omarion Hampton",1,"RB","LAC","KC",8.1,32,0,0,0,0,0,0,15,48,0,2,5.8824,2,13,-4,0,17,61,49,77.7778,26,21,8,8,7,34,43,1,4,1,23,"JH-2408",4.0816,0,0,2,,0,0,,,,,,,,,,,40,40,0,21,6,6.19,6,6.43,6.5,,3,,,,4,,,,,,2,,,,13,,,,,,,,,,,,8,4,2,1,12,24,8,4,7,3,5,6,9,1,,1
"00-0039738","Blake Corum",1,"RB","LAR","HOU",2.6,53,0,0,0,0,0,0,1,2,0,1,3.5714,1,14,-2,0,2,16,5,8.6207,4,1,0,1,,3,5,0,,,3,"",20,0,0,1,,0,0,,,,,,,,,,,4,4,0,12,1,6.4,6.5,6,,,,,,,,,,,,,,1,,,,14,,,,,,,,,,,1,,,,2,,,,,,1,1,,1,,
"00-0037840","Kyren Williams",1,"RB","LAR","HOU",13.9,19,0,0,0,0,0,0,18,66,1,2,7.1429,1,3,-12,0,20,69,53,91.3793,28,22,9,11,3,18,51,2,,,15,"AA-0250",3.7736,0,0,1,,0,0,,,,,,,,,,,49,48,1,20,7,6.46,6.61,6.27,6.75,,1,,,,4,,,2,,,1,1,,,3,0,,,,,,,,,,,8,7,2,1,27,36,2,1,7,7,4,14,4,1,,1
"00-0040122","Ashton Jeanty",1,"RB","LV","NE",12,24,0,0,0,0,0,0,19,38,1,2,6.0606,2,2,-4,0,21,40,53,86.8852,32,20,3,11,4,39,53,0,,,21,"",3.7736,0,0,2,,0,0,,,,,,,,,,,32,31,1,8,4,6.08,5.62,6.8,7,,1,,,,2,,,1,,,1,1,,,-2,4,,,,,,,,,,,11,5,3,,36,-2,4,,3,7,9,16,3,2,,
"00-0038040","Zamir White",1,"RB","LV","NE",0.8,72,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,3,8,8,13.1148,5,3,0,1,1,4,8,0,,,1,"",0,,,,,0,0,,,,,,,,,,,7,7,,1,0,6.25,6,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,0,8,,,2,,1,,3,,,
"00-0039040","De'Von Achane",1,"RB","MIA","IND",16.5,10,0,0,0,0,0,0,7,55,0,4,13.7931,3,20,-3,1,11,75,34,72.3404,24,9,4,4,4,26,30,2,,2,20,"KM-2650",11.7647,0,0,4,1,0,0,,,,,,,,,,,57,42,15,18,5,5.94,5.88,6.11,6,,2,,,,,1,,,,,1,1,1,1,6,3,0,11,,,,,,,,,4,2,1,,13,16,26,,4,2,1,4,3,,,4
"00-0034115","Jeff Wilson Jr.",1,"RB","MIA","IND",0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1277,1,0,0,,,1,1,0,,,1,"",0,,,,,0,0,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-0040198","Ollie Gordon II",1,"RB","MIA","IND",1.3,65,0,0,0,0,0,0,2,4,0,1,3.4483,1,-1,-5,0,3,3,12,25.5319,9,3,1,1,3,10,11,0,,1,7,"MB-7777",8.3333,0,0,1,,0,0,,,,,,,,,,,3,3,0,0,0,5.75,5.44,6.67,7,,1,,,,1,,,,,,1,,,,-1,,,,,,,,,,,,1,,1,,1,,3,,1,1,,2,,1,,
"00-0033293","Aaron Jones Sr.",1,"RB","MIN","CHI",15.7,12,0,0,0,0,0,0,8,23,0,3,15,3,44,21,1,11,67,28,50,13,10,2,8,4,12,27,0,,1,10,"",10.7143,0,0,3,,1,1,,,,,,,,,,,24,21,3,5,1,5.78,5.92,5.6,,,1,2,,,,,,,,,1,2,,,27,17,,,,,,,,,,,5,2,1,,17,4,2,,3,,5,2,6,1,,2
"00-0037525","Jordan Mason",1,"RB","MIN","CHI",8.5,29,0,0,0,0,0,0,15,68,0,1,5,1,7,-5,0,16,75,30,53.5714,10,18,8,5,1,10,30,0,,,5,"",3.3333,0,0,1,,0,0,,,,,,,,,,,37,35,2,38,3,5.89,5.9,5.89,6,,3,,,,3,,,,,,,,1,,,,7,,,,,,,,,,9,4,2,,47,22,-1,,9,2,4,6,9,1,,
"00-0036328","Antonio Gibson",1,"RB","NE","LV",0.3,77,0,0,0,0,0,0,1,3,0,1,2.2222,0,0,4,0,2,3,5,7.0423,3,2,0,,,4,4,0,1,,3,"",20,1,,0,,0,0,,,,,,,,,,,3,3,,0,0,6.4,6,7,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,1,,,,3,,,,1,,,1,,,,1
"00-0036875","Rhamondre Stevenson",1,"RB","NE","LV",4.7,42,0,0,0,0,0,0,7,15,0,3,6.6667,2,12,3,0,10,27,46,64.7887,32,13,5,8,4,36,45,0,1,,21,"",6.5217,0,0,2,,0,0,,,,,,,,,,,9,9,0,18,0,6.29,5.84,7.38,6.2,,,,,,1,,,1,,,1,2,,,7,5,,,,,,,,,,,2,3,2,,9,6,0,,6,1,,4,3,1,,2
"00-0040734","TreVeyon Henderson",1,"RB","NE","LV",11.1,25,0,0,0,0,0,0,5,27,0,6,13.3333,6,24,-19,0,11,51,25,35.2113,18,5,1,2,1,20,24,1,,,17,"TE-2401",24,0,0,5,,0,0,,,,,,,,,,,14,6,8,23,1,6.35,5.94,7.8,9,,1,,,,1,,,,,,2,2,2,,11,0,13,,,,,,,,,,3,1,1,,8,5,14,,5,,,,5,6,,
"00-0033906","Alvin Kamara",1,"RB","NO","ARI",13.7,21,0,0,0,0,0,0,11,45,1,2,4.878,2,12,-3,0,13,57,57,78.0822,39,15,8,2,7,56,53,3,,1,30,"MW-3150",3.5088,0,0,2,,0,0,,,,,,,,,,,42,36,6,15,6,5.33,5.36,5.27,5,,3,,,,2,,,1,,,1,1,,,7,5,,,,,,,,,,,5,5,1,,22,21,2,,4,4,3,9,2,,1,1
"00-0040202","Devin Neal",1,"RB","NO","ARI",0.9,70,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,2,9,7,9.589,3,2,0,1,,6,7,0,,,3,"",0,,,,,0,0,,,,,,,,,,,4,4,,5,0,5.8,6,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,9,,,,1,1,,2,,,,
"00-0038551","Kendre Miller",1,"RB","NO","ARI",2.4,56,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,5,24,11,15.0685,3,6,1,,2,8,11,0,,,2,"",0,,,,,0,0,,,,,,,,,,,18,18,,6,2,5.33,5.33,5.33,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,16,,8,,1,2,2,3,2,,,
"00-0040715","Cam Skattebo",1,"RB","NYG","WAS",2.9,49,0,0,0,0,0,0,2,-3,0,2,6.0606,2,12,1,0,4,9,8,11.7647,5,2,2,3,1,3,7,0,,1,3,"TA-2501",25,0,0,2,,0,0,,,,,,,,,,,5,0,5,4,2,6.86,6.4,8,8.5,,,,,,1,,,1,,,1,1,,,6,6,,,,,,,,,,,,2,,,,-3,,,,2,,2,,,1,1
"00-0035250","Devin Singletary",1,"RB","NYG","WAS",0.9,70,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,3,9,10,14.7059,6,4,4,,2,8,8,0,,2,7,"JM-0333",0,,,,,0,0,,,,,,,,,,,4,4,,5,2,5.9,6,5.75,5.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,8,,,2,,1,1,2,,,
"00-0039384","Tyrone Tracy Jr.",1,"RB","NYG","WAS",5.5,38,0,0,0,0,0,0,10,24,0,5,15.1515,2,11,-1,0,15,35,50,73.5294,28,17,7,10,4,39,47,0,,3,30,"ML-0375",10,1,0,3,,0,0,,,,,,,,,,,18,17,1,17,1,5.78,5.68,5.94,6.17,,,,,,,,,,,,1,1,3,,0,6,5,,,,,,,,,,4,6,,,14,10,,,3,3,4,5,5,2,1,2
"00-0039794","Braelon Allen",1,"RB","NYJ","PIT",6.9,35,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,6,9,20,31.25,4,15,7,2,2,13,19,1,,,3,"",0,,,,,0,0,,,,,,,,,,,9,9,,0,0,6.74,6.75,6.73,6.83,,,,,,3,,,,,,,,,,,,,,,,,,,,,,4,2,,,9,0,,,2,1,3,4,2,,,
"00-0038120","Breece Hall",1,"RB","NYJ","PIT",16.5,10,0,0,0,0,0,0,19,107,0,4,19.0476,2,38,-13,0,23,145,37,57.8125,13,23,5,3,,27,36,1,,,10,"",10.8108,0,0,2,,0,0,,,,,,,,,,,47,44,3,98,4,6.89,6.69,7,8.25,,7,1,,,2,,,1,,,1,2,1,,33,5,0,,,,,,,,,,10,7,2,,75,25,7,,16,1,2,10,9,1,1,2
"00-0039798","Isaiah Davis",1,"RB","NYJ","PIT",1.8,62,0,0,0,0,0,0,2,18,0,0,0,0,0,0,0,2,18,8,12.5,6,2,1,,1,8,7,1,,,4,"PW-2401",0,,,,,0,0,,,,,,,,,,,6,6,,12,0,6,6,6,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,18,,,2,,2,,,,
"00-0036265","A.J. Dillon",1,"RB","PHI","DAL",1,69,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,3,10,5,8.4746,2,3,0,,,5,4,0,1,,2,"",0,,,,,0,0,,,,,,,,,,,11,11,,-1,1,6.6,6.5,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,9,1,,,1,1,1,2,1,,,
"00-0034844","Saquon Barkley",1,"RB","PHI","DAL",18.4,7,0,0,0,0,0,0,18,60,1,5,25,4,24,-5,0,23,84,49,83.0508,21,28,8,7,,39,45,0,,4,25,"KE-2396",10.2041,0,0,5,1,0,0,,,,,,,,,,,50,45,5,31,9,6.59,6.29,6.82,6.38,,4,2,,,4,1,,2,,,2,2,1,,8,13,3,,,,,,,,,,11,7,,,19,41,,,8,2,8,9,9,4,,1
