Player,Player_ID,Team,Injury Description,Body Part,Body Zone,Severity,Incident Date,Year,Games Missed,Games On Injury Report,Surgery,Recovery Timetable
Azeez Al-Shaair,AA-0250,San Francisco 49ers,concussion,head,upper body,Low Severity,Week 10,2019,1,1,,
Alex Anzalone,AA-0552,New Orleans Saints,shoulder sprain,shoulder,upper body,High Severity,Week 2,2019,15,15,,
Antony Auclair,AA-0581,Tampa Bay Buccaneers,calf strain,calf,lower body,Low Severity,Week 1,2019,0,1,,
Antony Auclair,AA-0581,Tampa Bay Buccaneers,toe sprain,toe,lower body,High Severity,Week 10,2019,8,8,,
Anthony Barr,AB-0650,Minnesota Vikings,groin strain,groin,lower body,Low Severity,Week 2,2019,1,1,,
Angelo Blackson,AB-1925,Houston Texans,shoulder sprain,shoulder,upper body,Low Severity,Week 12,2019,1,1,,
Alfred Blue,AB-1975,Jacksonville Jaguars,ankle sprain,ankle,lower body,High Severity,Preseason,2019,8,8,,
Austin Blythe,AB-1987,Los Angeles Rams,ankle sprain,ankle,lower body,Low Severity,Week 3,2019,1,,,
A.J. Bouye,AB-2250,Jacksonville Jaguars,hip strain,hip,lower body,Low Severity,Week 1,2019,1,2,,
A.J. Bouye,AB-2250,Jacksonville Jaguars,wrist sprain,wrist,upper body,Low Severity,Week 16,2019,1,1,,
A.J. Brown,AB-3150,Tennessee Titans,ankle sprain,ankle,lower body,Low Severity,Preseason,2019,0,0,,
Anthony Brown,AB-3450,Dallas Cowboys,triceps tear,triceps,upper body,High Severity,Week 11,2019,6,6,Triceps Surgery,6-8 months
Antonio Brown,AB-3500,New England Patriots,foot frostbite,foot,lower body,Medium Severity,Preseason,2019,0,0,,
Austin Bryant,AB-3856,Detroit Lions,hip strain,hip,lower body,Low Severity,Week 12,2019,2,2,,
Austin Bryant,AB-3856,Detroit Lions,pectoral strain,chest,upper body,High Severity,Preseason,2019,,,,
Artie Burns,AB-3875,Pittsburgh Steelers,knee sprain,knee,lower body,Low Severity,Week 11,2019,2,2,,
Alex Cappa,AC-0362,Tampa Bay Buccaneers,elbow sprain,elbow,upper body,Low Severity,Week 14,2019,1,2,,
Alex Cappa,AC-0362,Tampa Bay Buccaneers,forearm fracture,forearm,upper body,Medium Severity,Week 6,2019,2,3,,
Austin Carr,AC-0387,New Orleans Saints,ankle sprain,ankle,lower body,High Severity,Week 9,2019,8,8,,
Anthony Chickillo,AC-1350,Pittsburgh Steelers,rib contusion,rib,upper body,Low Severity,Week 10,2019,1,1,,
Anthony Chickillo,AC-1350,Pittsburgh Steelers,foot sprain,foot,lower body,Medium Severity,Week 2,2019,3,3,,
Adam Choice,AC-1381,Seattle Seahawks,lower leg injury (undisclosed),leg,lower body,High Severity,Preseason,2019,18,18,,
Adrian Clayborn,AC-1500,New England Patriots,knee sprain,knee,lower body,Low Severity,Week 16,2019,1,1,,
Adrian Clayborn,AC-1500,New England Patriots,groin strain,groin,lower body,Low Severity,Week 11,2019,,1,,
Adrian Colbert,AC-1825,San Francisco 49ers,hamstring strain,hamstring,lower body,Low Severity,Preseason,2019,,,,
Amari Cooper,AC-2350,Dallas Cowboys,ankle sprain,ankle,lower body,Low Severity,Week 4,2019,0,5,,
Amari Cooper,AC-2350,Dallas Cowboys,foot sprain,foot,lower body,Low Severity,Preseason,2019,0,1,,
Amari Cooper,AC-2350,Dallas Cowboys,knee sprain,knee,lower body,Low Severity,Week 10,2019,0,4,,
Amari Cooper,AC-2350,Dallas Cowboys,quadriceps strain,quad,lower body,Low Severity,Week 6,2019,0,2,,
Andre Dillard,AD-1181,Philadelphia Eagles,knee sprain,knee,lower body,Low Severity,Week 4,2019,0,1,,
Aaron Donald,AD-1475,Los Angeles Rams,back strain,back,upper body,Low Severity,Week 2,2019,0,1,,
Alex Ellis,AE-0775,Philadelphia Eagles,knee sprain,knee,lower body,Low Severity,Week 5,2019,1,1,,
Amba Etta-Tawo,AE-1043,New York Giants,Achilles tear,achilles,lower body,High Severity,Preseason,2019,16,16,,
Austin Fort,AF-0850,Denver Broncos,ACL tear,knee,lower body,High Severity,Preseason,2019,16,16,,
Adarius Taylor,AG-0775,Cleveland Browns,ankle sprain,ankle,lower body,Low Severity,Week 1,2019,1,2,,
Adam Gotsis,AG-1350,Denver Broncos,ACL & meniscus tears,knee,lower body,High Severity,Week 14,2019,3,3,Knee Reconstruction Surgery,9-12 months
A.J. Green,AG-1500,Cincinnati Bengals,high ankle sprain,ankle,lower body,High Severity,Preseason,2019,16,16,Ankle Reconstruction Surgery,4-6 months
Anthony Harris,AH-1300,Minnesota Vikings,groin strain,groin,lower body,Low Severity,Week 10,2019,1,2,,
Akiem Hicks,AH-3050,Chicago Bears,knee sprain,knee,lower body,Low Severity,Week 3,2019,1,1,,
Akiem Hicks,AH-3050,Chicago Bears,elbow sprain,elbow,upper body,High Severity,Week 5,2019,10,10,,
Anthony Hitchens,AH-3350,Kansas City Chiefs,groin strain,groin,lower body,Low Severity,Week 5,2019,1,1,,
Austin Hooper,AH-3650,Atlanta Falcons,MCL sprain,knee,lower body,Medium Severity,Week 10,2019,3,3,,
Adam Humphries,AH-3862,Tennessee Titans,high ankle sprain,ankle,lower body,Medium Severity,Week 14,2019,6,7,,
Allen Hurns,AH-3900,Miami Dolphins,ankle sprain,ankle,lower body,Low Severity,Week 16,2019,1,1,,
Allen Hurns,AH-3900,Miami Dolphins,concussion,head,upper body,Low Severity,Week 3,2019,1,1,,
Allen Hurns,AH-3900,Miami Dolphins,neck strain,neck,upper body,Low Severity,Week 16,2019,1,1,,
Andy Isabella,AI-0100,Arizona Cardinals,shoulder sprain,shoulder,upper body,Low Severity,Week 15,2019,0,1,,
Adoree' Jackson,AJ-0050,Tennessee Titans,knee sprain,knee,lower body,Low Severity,Week 13,2019,0,1,,
Adoree' Jackson,AJ-0050,Tennessee Titans,foot sprain,foot,lower body,Medium Severity,Week 7,2019,5,5,,
Andre James,AJ-0368,Oakland Raiders,ankle sprain,ankle,lower body,Low Severity,Week 8,2019,0,1,,
Andy Janovich,AJ-0375,Denver Broncos,pectoral tear,chest,upper body,Medium Severity,Preseason,2019,3,4,,
Andy Janovich,AJ-0375,Denver Broncos,elbow dislocation,elbow,upper body,High Severity,Week 12,2019,5,5,,
Alshon Jeffery,AJ-0430,Philadelphia Eagles,biceps strain,biceps,upper body,Low Severity,Week 1,2019,0,1,,
Alshon Jeffery,AJ-0430,Philadelphia Eagles,calf strain,calf,lower body,Low Severity,Week 3,2019,1,2,,
Alshon Jeffery,AJ-0430,Philadelphia Eagles,ankle sprain,ankle,lower body,Low Severity,Week 11,2019,2,2,,
Alshon Jeffery,AJ-0430,Philadelphia Eagles,mid-foot sprain,foot,lower body,High Severity,Week 14,2019,4,4,Lisfranc Fracture Repair Surgery,6-9 months
Aaron Jones,AJ-1143,Green Bay Packers,shoulder sprain,shoulder,upper body,Low Severity,Week 4,2019,0,2,,
Alvin Kamara,AK-0050,New Orleans Saints,MCL sprain,knee,lower body,Low Severity,Week 6,2019,2,3,,
Alvin Kamara,AK-0050,New Orleans Saints,high ankle sprain,ankle,lower body,Medium Severity,Week 6,2019,2,4,,
Arden Key,AK-0337,Oakland Raiders,knee sprain,knee,lower body,Low Severity,Week 5,2019,1,1,,
Arden Key,AK-0337,Oakland Raiders,foot fracture,foot,lower body,High Severity,Week 9,2019,8,8,,
A.J. Klein,AK-0650,New Orleans Saints,knee sprain,knee,lower body,Low Severity,Week 13,2019,1,1,,
Anthony Levine,AL-0650,Baltimore Ravens,ankle sprain,ankle,lower body,Low Severity,Week 14,2019,0,1,,
Alex Lewis,AL-0850,New York Jets,elbow sprain,elbow,upper body,Low Severity,Week 11,2019,0,3,,
Alex Lewis,AL-0850,New York Jets,neck strain,neck,upper body,Low Severity,Week 7,2019,0,1,,
Alex Lewis,AL-0850,New York Jets,ankle sprain,ankle,lower body,Low Severity,Week 17,2019,1,1,,
Andrew Luck,AL-1100,indianapolis Colts,high ankle sprain,ankle,lower body,High Severity,Preseason,2019,16,,,
Alex Mack,AM-0100,Atlanta Falcons,elbow sprain,elbow,upper body,Low Severity,Week 4,2019,0,2,,
Avonte Maddox,AM-0250,Philadelphia Eagles,knee sprain,knee,lower body,Low Severity,Week 15,2019,0,1,,
Avonte Maddox,AM-0250,Philadelphia Eagles,concussion,head,upper body,Medium Severity,Week 4,2019,4,4,,
Ali Marpet,AM-0750,Tampa Bay Buccaneers,ankle sprain,ankle,lower body,Low Severity,Week 10,2019,0,2,,
Alexander Mattison,AM-0825,Minnesota Vikings,ankle sprain,ankle,lower body,Low Severity,Week 15,2019,2,2,,
Arthur Maulet,AM-0850,New York Jets,ankle sprain,ankle,lower body,Low Severity,Week 13,2019,2,3,,
A.J. McCarron,AM-1150,Houston Texans,thumb sprain,thumb,upper body,Low Severity,Preseason,2019,0,0,,
Albert McClellan,AM-1200,New York Jets,concussion,head,upper body,High Severity,Week 6,2019,11,11,,
Anthony Miller,AM-1975,Chicago Bears,shoulder sprain,shoulder,upper body,High Severity,Week 17,2019,0,1,Shoulder Repair Surgery,4-6 months
Anthony Miller,AM-1975,Chicago Bears,ankle sprain,ankle,lower body,Low Severity,Preseason,2019,0,0,,
Avery Moss,AM-2975,New York Giants,ankle sprain,ankle,lower body,Medium Severity,Week 6,2019,4,5,,
Al-Quadin Muhammad,AM-3025,Indianapolis Colts,groin strain,groin,lower body,Low Severity,Week 16,2019,0,1,,
Anthony Nelson,AN-0150,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,High Severity,Week 9,2019,6,6,,
Alec Ogletree,AO-0250,New York Giants,back strain,back,upper body,Low Severity,Week 16,2019,0,1,,
Alec Ogletree,AO-0250,New York Giants,hamstring strain,hamstring,lower body,Low Severity,Week 3,2019,2,2,,
Alex Okafor,AO-0370,Kansas City Chiefs,hip strain,hip,lower body,Low Severity,Week 4,2019,1,1,,
Alex Okafor,AO-0370,Kansas City Chiefs,pectoral tear,chest,upper body,High Severity,Week 15,2019,3,3,Pectoral Repair Surgery,4-6 months
Alex Okafor,AO-0370,Kansas City Chiefs,ankle sprain,ankle,lower body,Medium Severity,Week 8,2019,3,3,,
Amani Oruwariye,AO-0575,Detroit Lions,ankle sprain,ankle,lower body,Medium Severity,Preseason,2019,3,3,,
Amani Oruwariye,AO-0575,Detroit Lions,knee sprain,knee,lower body,Low Severity,Week 4,2019,4,4,,
Andre Patton,AP-0388,Los Angeles Chargers,quadriceps strain,quad,lower body,Low Severity,Week 6,2019,1,1,,
Andrus Peat,AP-0450,New Orleans Saints,ankle sprain,ankle,lower body,Low Severity,Week 3,2019,0,1,,
Andrus Peat,AP-0450,New Orleans Saints,quadriceps strain,quad,lower body,Low Severity,Week 5,2019,0,1,,
Andrus Peat,AP-0450,New Orleans Saints,forearm fracture,forearm,upper body,Medium Severity,Week 11,2019,6,6,Forearm Fracture Repair Surgery,6-8 weeks
Adrian Peterson,AP-0700,Washington Redskins,ankle sprain,ankle,lower body,Low Severity,Week 8,2019,0,2,,
Adrian Peterson,AP-0700,Washington Redskins,quadriceps strain,quad,lower body,Low Severity,Week 7,2019,0,1,,
Adrian Peterson,AP-0700,Washington Redskins,toe sprain,toe,lower body,Low Severity,Week 11,2019,0,2,,
Adrian Phillips,AP-1050,Los Angeles Chargers,forearm fracture,arm,upper body,High Severity,Week 2,2019,9,9,,
Adam Redmond,AR-0325,Dallas Cowboys,back strain,back,upper body,Medium Severity,Week 12,2019,6,6,,
Alex Redmond,AR-0350,Cincinnati Bengals,ankle sprain,ankle,lower body,Low Severity,Week 9,2019,2,2,,
Alex Redmond,AR-0350,Cincinnati Bengals,biceps tear,biceps,upper body,High Severity,Week 12,2019,6,6,,
Andre Roberts,AR-1100,Buffalo Bills,foot sprain,foot,lower body,Low Severity,Week 17,2019,1,2,,
Andre Roberts,AR-1100,Buffalo Bills,quad strain,quad,lower body,Low Severity,Preseason,2019,2,2,,
A'Shawn Robinson,AR-1115,Detroit Lions,shoulder sprain,shoulder,upper body,Medium Severity,Week 14,2019,3,3,,
Aaron Rodgers,AR-1300,Green Bay Packers,knee sprain,knee,lower body,Low Severity,Week 6,2019,0,4,,
Andrew Sendejo,AS-0600,Philadelphia Eagles,groin strain,groin,lower body,Low Severity,Week 10,2019,0,1,,
Adam Shaheen,AS-0775,Chicago Bears,foot sprain,foot,lower body,High Severity,Week 11,2019,7,7,,
Andre Smith,AS-2000,Cincinnati Bengals,groin strain,groin,lower body,Low Severity,Week 3,2019,1,2,,
Andre Smith,AS-2000,Cincinnati Bengals,ankle sprain,ankle,lower body,Low Severity,Week 5,2019,2,3,,
Aqib Talib,AT-0100,Miami Dolphins,rib contusion,rib,upper body,Low Severity,Week 5,2019,13,13,,
Auden Tate,AT-0247,Cincinnati Bengals,concussion & neck strain,head,upper body,Low Severity,Week 11,2019,0,1,,
Auden Tate,AT-0247,Cincinnati Bengals,MCL sprain,knee,lower body,Medium Severity,Week 14,2019,3,3,,
Adam Thielen,AT-0350,Minnesota Vikings,ankle laceration,ankle,lower body,Low Severity,Postseason,2019,0,1,,
Adam Thielen,AT-0350,Minnesota Vikings,hamstring strain,hamstring,lower body,Medium Severity,Week 7,2019,5,6,,
Andrew Van Ginkel,AV-0150,Miami Dolphins,foot sprain,foot,lower body,High Severity,Preseason,2019,4,4,,
Andrew Vollert,AV-0500,Los Angeles Chargers,ACL tear,knee,lower body,High Severity,Preseason,2019,16,16,ACL Reconstruction Surgery,6-9 months
Avery Williamson,AW-1450,New York Jets,ACL tear,knee,lower body,High Severity,Preseason,2019,16,16,ACL Reconstruction Surgery,6-9 months
Albert Wilson,AW-1650,Miami Dolphins,concussion,head,upper body,Low Severity,Week 14,2019,0,1,,
Albert Wilson,AW-1650,Miami Dolphins,calf strain,calf,lower body,Medium Severity,Preseason,2019,3,5,,
Ahkello Witherspoon,AW-1850,San Francisco 49ers,foot sprain,foot,lower body,High Severity,Week 3,2019,6,6,,
Ahkello Witherspoon,AW-1850,San Francisco 49ers,calf strain,calf,lower body,Low Severity,Week 12,2019,,1,,
Antwaun Woods,AW-1950,Dallas Cowboys,hip strain,hip,lower body,Low Severity,Week 16,2019,1,1,,
Antwaun Woods,AW-1950,Dallas Cowboys,MCL sprain,knee,lower body,Low Severity,Week 12,2019,2,2,,
Antwaun Woods,AW-1950,Dallas Cowboys,knee sprain,knee,lower body,Medium Severity,Week 2,2019,3,3,,
Andrew Wylie,AW-2200,Kansas City Chiefs,shoulder sprain,shoulder,upper body,Low Severity,Week 14,2019,1,1,,
Andrew Wylie,AW-2200,Kansas City Chiefs,ankle sprain,ankle,lower body,Medium Severity,Week 5,2019,5,5,,
Beau Allen,BA-0350,Tampa Bay Buccaneers,neck strain,neck,upper body,Low Severity,Week 12,2019,0,1,,
Beau Allen,BA-0350,Tampa Bay Buccaneers,ankle sprain,ankle,lower body,Medium Severity,Week 14,2019,3,3,,
Brian Allen,BA-0400,Los Angeles Rams,MCL sprain,knee,lower body,High Severity,Week 10,2019,7,7,,
Blake Bell,BB-1550,Kansas City Chiefs,ankle sprain,ankle,lower body,Low Severity,Week 11,2019,1,2,,
Braxton Berrios,BB-1950,New York Jets,hamstring strain,hamstring,lower body,Low Severity,Week 7,2019,0,2,,
Brandon Bolden,BB-2250,New England Patriots,hamstring strain,hamstring,lower body,Low Severity,Week 1,2019,1,1,,
Bradley Bozeman,BB-2552,Baltimore Ravens,ankle sprain,ankle,lower body,Low Severity,Week 13,2019,0,1,,
Ben Braunecker,BB-2712,Chicago Bears,concussion,head,upper body,Medium Severity,Week 13,2019,5,5,,
Brandon Brooks,BB-3230,Philadelphia Eagles,shoulder separation,shoulder,upper body,High Severity,Postseason,2019,1,1,,
Bryan Bulaga,BB-3700,Green Bay Packers,MCL sprain,knee,lower body,Low Severity,Week 12,2019,0,1,,
Bryan Bulaga,BB-3700,Green Bay Packers,shoulder sprain,shoulder,upper body,Low Severity,Week 4,2019,0,2,,
Bryan Bulaga,BB-3700,Green Bay Packers,finger dislocation,finger,upper body,Low Severity,Week 8,2019,0,1,,
Bryan Bulaga,BB-3700,Green Bay Packers,concussion,head,upper body,Low Severity,Week 17,2019,0,1,,
Bryce Callahan,BC-0150,Denver Broncos,foot sprain,foot,lower body,High Severity,Preseason,2019,16,16,Foot Repair Surgery,3-4 months
Brandon Carr,BC-0500,Baltimore Ravens,hip strain,hip,lower body,Low Severity,Week1,2019,0,1,,
Blake Cashman,BC-0625,New York Jets,labrum tear,shoulder,upper body,High Severity,Week 9,2019,7,7,Labrum Surgery,4-6 months
Bradley Chubb,BC-1125,Denver Broncos,ACL tear,knee,lower body,High Severity,Week 4,2019,12,12,ACL Reconstruction Surgery,6-9 months
Brandin Cooks,BC-2325,Los Angeles Rams,concussion,head,upper body,Low Severity,Week 5,2019,0,1,,
Brandin Cooks,BC-2325,Los Angeles Rams,concussion,head,upper body,Medium Severity,Week 8,2019,2,2,,
Brandon Copeland,BC-2350,New York Jets,hip strain,hip,lower body,Low Severity,Week 10,2019,0,1,,
Byron Cowart,BC-2650,New England Patriots,concussion,head,upper body,Medium Severity,Week 12,2019,3,3,,
Bryan Cox,BC-2725,Carolina Panthers,hand sprain,ankle,lower body,Low Severity,Week 17,2019,0,0,,
Bud Dupree,BD-1200,Pittsburgh Steelers,thumb sprain,thumb,upper body,Low Severity,Preseason,2019,0,0,,
Bennie Fowler,BF-0950,New York Giants,hamstring strain,hamstring,lower body,Low Severity,Week 3,2019,0,2,,
Blaine Gabbert,BG-0100,Tampa Bay Buccaneers,left shoulder dislocation,shoulder,upper body,High Severity,Preseason,2019,16,16,,
Ben Gedeon,BG-0350,Minnesota Vikings,concussion,head,upper body,Low Severity,Week 5,2019,2,2,,
Ben Gedeon,BG-0350,Minnesota Vikings,concussion,head,upper body,Low Severity,Week 11,2019,7,7,,
B.J. Goodson,BG-0850,New York Giants,neck strain,neck,upper body,Low Severity,Week 17,2019,,,,
Brandon Greene,BG-1700,Carolina Panthers,neck sprain,neck,upper body,High Severity,Week 3,2019,13,13,,
Bryce Hager,BH-0050,Los Angeles Rams,shoulder sprain,shoulder,upper body,High Severity,Week 3,2019,11,11,,
Bobby Hart,BH-0750,Cincinnati Bengals,shoulder sprain,shoulder,upper body,Low Severity,Week 11,2019,0,1,,
Ben Ijalana,BI-0100,Jacksonville Jaguars,elbow strain,elbow,upper body,High Severity,Preseason,2019,16,16,Biceps Repair Surgery,6-9 months
Bruce Irvin,BI-0150,Atlanta Falcons,hamstring strain,hamstring,lower body,Medium Severity,Preseason,2019,3,4,,
Ben Jones,BJ-1950,Tennessee Titans,concussion,head,upper body,Low Severity,Week 9,2019,1,1,,
Brett Jones,BJ-2250,Minnesota Vikings,MCL sprain,knee,lower body,High Severity,Week 11,2019,8,8,,
Byron Jones,BJ-2350,Dallas Cowboys,ankle sprain,ankle,lower body,Low Severity,Week 16,2019,1,1,,
Byron Jones,BJ-2350,Dallas Cowboys,hip strain,hip,lower body,Low Severity,Preseason,2019,,,,
Brandon King,BK-0900,New England Patriots,quadriceps tear,quad,lower body,High Severity,Preseason,2019,17,17,Quadriceps Repair Surgery,4-6 months
Bryce Love,BL-1425,Washington Redskins,ACL post-surgical complications,knee,lower body,High Severity,Week 8,2019,16,16,ACL Revision Surgery,9-12 months
Bobby Massie,BM-0360,Chicago Bears,high ankle sprain,ankle,lower body,Medium Severity,Week 12,2019,5,5,,
Baker Mayfield,BM-0650,Cleveland Browns,hip strain,hip,lower body,Low Severity,Week 6,2019,0,1,,
Bobby Mccain,BM-0775,Miami Dolphins,hamstring strain,hamstring,lower body,Low Severity,Week 3,2019,1,2,,
Bobby Mccain,BM-0775,Miami Dolphins,shoulder sprain,shoulder,upper body,High Severity,Week 11,2019,6,6,,
Bobby Mccain,BM-0775,Miami Dolphins,shoulder sprain,shoulder,upper body,Low Severity,Preseason,2019,6,3,,
Brad McDougald,BM-1250,Seattle Seahawks,back strain,back,upper body,Low Severity,Week 6,2019,1,2,,
Benardrick McKinney,BM-1450,Houston Texans,concussion,head,upper body,Low Severity,Week 15,2019,1,1,,
Brandon Mebane,BM-1800,Los Angeles Chargers,knee sprain,knee,lower body,Medium Severity,Week 6,2019,3,4,,
Bryant Mitchell,BM-3350,Tampa Bay Buccaneers,Achilles tendon tear,achilles,lower body,High Severity,Preseason,2019,16,16,Achilles Tendon Repair Surgery,6-9 months
Byron Murphy,BM-3687,Arizona Cardinals,calf strain,calf,lower body,Low Severity,Week 14,2019,0,1,,
Bilal Nichols,BN-0450,Chicago Bears,hand fracture,hand,upper body,Medium Severity,Week 2,2019,3,7,,
Brian O'Neill,BO-0050,Minnesota Vikings,concussion,head,upper body,Low Severity,Postseason,2019,0,1,,
Breshad Perriman,BP-0450,Tampa Bay Buccaneers,quadriceps strain,quad,lower body,Low Severity,Week 3,2019,0,2,,
Breshad Perriman,BP-0450,Tampa Bay Buccaneers,hamstring strain,hamstring,lower body,Low Severity,Week 5,2019,2,3,,
Brian Poole,BP-1050,New York Jets,ankle sprain,ankle,lower body,Low Severity,Week 16,2019,0,1,,
Brian Poole,BP-1050,New York Jets,concussion,head,upper body,Low Severity,Week 13,2019,2,3,,
Bilal Powell,BP-1200,New York Jets,ankle sprain,ankle,lower body,Low Severity,Week 15,2019,1,2,,
Brandon Powell,BP-1225,Atlanta Falcons,wrist sprain,wrist,upper body,Low Severity,Week 17,2019,1,1,,
Ben Powers,BP-1237,Baltimore Ravens,thumb sprain,thumb,upper body,Low Severity,Week 12,2019,1,1,,
Brent Qvale,BQ-0200,New York Jets,knee sprain,knee,lower body,High Severity,Preseason,2019,13,13,,
Brooks Reed,BR-0200,Atlanta Falcons,hamstring strain,hamstring,lower body,High Severity,Week 9,2019,7,7,,
Bradley Roby,BR-1050,Houston Texans,hamstring strain,hamstring,lower body,High Severity,Week 6,2019,6,8,,
Ben Roethlisberger,BR-1100,Pittsburgh Steelers,right elbow sprain,elbow,upper body,High Severity,Week 2,2019,14,14,Elbow Tendon Repair Surgery,6-9 months
Bo Scarbrough,BS-0825,Detroit Lions,ribs strain,rib,upper body,Low Severity,Week 14,2019,1,2,,
Brennan Scarlett,BS-0850,Houston Texans,shoulder sprain,shoulder,upper body,Low Severity,Week 12,2019,1,4,,
Brandon Scherff,BS-0950,Washington Redskins,ankle sprain,ankle,lower body,Low Severity,Week 4,2019,2,3,,
Brandon Scherff,BS-0950,Washington Redskins,labrum tear,shoulder,upper body,Medium Severity,Week 14,2019,3,3,,
Brandon Scherff,BS-0950,Washington Redskins,elbow sprain,elbow,upper body,Medium Severity,Week 14,2019,3,3,,
Benny Snell,BS-2950,Pittsburgh Steelers,meniscus tear,knee,lower body,Medium Severity,Week 8,2019,3,3,Meniscus Repair Surgery,3-4 weeks
Breeland Speaks,BS-3075,Kansas City Chiefs,MCL sprain,knee,lower body,High Severity,Preseason,2019,16,16,,
Brandon Thomas,BT-0575,Jacksonville Jaguars,knee sprain,knee,lower body,Low Severity,Week 15,2019,2,2,,
Brynden Trawick,BT-0950,Baltimore Ravens,elbow sprain,elbow,upper body,High Severity,Week 2,2019,10,10,,
Bobby Wagner,BW-0150,Seattle Seahawks,ankle sprain,ankle,lower body,Low Severity,Week 15,2019,,,,
Ben Watson,BW-0700,New England Patriots,Achilles tendon strain,achilles,lower body,Low Severity,Week 7,2019,0,0,,
B.W. Webb,BW-0770,Cincinnati Bengals,forearm strain,forearm,upper body,Low Severity,Week 2,2019,1,1,,
Brandon Williams,BW-2030,Baltimore Ravens,shoulder sprain,shoulder,upper body,Low Severity,Preseason,2019,,,,
Brandon Wilson,BW-2550,Cincinnati Bengals,hand sprain,hand,upper body,Medium Severity,Week 13,2019,4,4,,
Billy Winn,BW-2650,Denver Broncos,triceps tear,triceps,upper body,High Severity,Preseason,2019,16,16,Triceps Surgery,6-8 months
Brian Winters,BW-2670,New York Jets,shoulder dislocation,shoulder,upper body,High Severity,Preseason,2019,7,10,,
Blidi Wreh-Wilson,BW-2900,Atlanta Falcons,groin strain,groin,lower body,Low Severity,Week 4,2019,2,2,,
Corey Ballentine,CB-0425,New York Giants,back strain,back,upper body,Low Severity,Week 16,2019,0,1,,
Corey Ballentine,CB-0425,New York Giants,concussion,head,upper body,Low Severity,Week 13,2019,1,1,,
Corey Ballentine,CB-0425,New York Giants,concussion,head,upper body,Low Severity,Week 6,2019,2,2,,
Chad Beebe,CB-1152,Minnesota Vikings,ankle ligament tears,ankle,lower body,High Severity,Week 3,2019,15,15,,
Chris Board,CB-1775,Baltimore Ravens,concussion,head,upper body,Low Severity,Week 14,2019,1,2,,
Curtis Bolton,CB-2125,Green Bay Packers,ACL tear,knee,lower body,High Severity,Preseason,2019,17,17,ACL Reconstruction Surgery,6-9 months
Caleb Brantley,CB-2762,Washington Redskins,foot sprain,foot,lower body,High Severity,Preseason,2019,,,,
Cameron Brate,CB-2775,Tampa Bay Buccaneers,labral tear,hip,lower body,High Severity,Preseason,2019,0,0,Arthroscopic Hip Surgery,6-8 months
Cameron Brate,CB-2775,Tampa Bay Buccaneers,calf strain,calf,lower body,Low Severity,Week 1,2019,0,1,,
Cameron Brate,CB-2775,Tampa Bay Buccaneers,ribs sprain,rib,upper body,Low Severity,Week 9,2019,0,2,,
Chris Carson,CC-0750,Seattle Seahawks,shoulder sprain,shoulder,upper body,Low Severity,Week 6,2019,0,1,,
Chris Carson,CC-0750,Seattle Seahawks,hip fracture,hip,lower body,High Severity,Week 16,2019,3,3,,
Cethan Carter,CC-0775,Cincinnati Bengals,concussion,head,upper body,Low Severity,Week 13,2019,1,1,,
Chris Clark,CC-1900,Houston Texans,high ankle sprain,ankle,lower body,Medium Severity,Preseason,2019,,,,
Charles Clay,CC-2100,Arizona Cardinals,back sprain,back,upper body,Low Severity,Week 9,2019,0,1,,
Charles Clay,CC-2100,Arizona Cardinals,calf strain,calf,lower body,Low Severity,Week 16,2019,1,1,,
Corey Clement,CC-2350,Philadelphia Eagles,shoulder sprain,shoulder,upper body,High Severity,Week 2,2019,14,15,,
Corey Coleman,CC-3650,New York Giants,ACL tear,knee,lower body,High Severity,Preseason,2019,16,16,ACL Reconstruction Surgery,6-9 months
Chandler Cox,CC-9114,Miami Dolphins,shoulder sprain,shoulder,upper body,Low Severity,Week 15,2019,2,2,,
Carl Davis,CD-0650,Cleveland Browns,hamstring strain,hamstring,lower body,Low Severity,Week 7,2019,1,1,,
Carlton Davis,CD-0687,Tampa Bay Buccaneers,ankle sprain,ankle,lower body,Low Severity,Week 15,2019,0,1,,
Carlton Davis,CD-0687,Tampa Bay Buccaneers,hip strain,hip,lower body,Low Severity,Week 8,2019,2,2,,
Corey Davis,CD-0975,Tennessee Titans,hip sprain,hip,lower body,Low Severity,Week 10,2019,1,1,,
Carlos Dunlap,CD-2200,Cincinnati Bengals,knee sprain,knee,lower body,Low Severity,Week 5,2019,2,2,,
Chase Edmonds,CE-0175,Arizona Cardinals,hamstring strain,hamstring,lower body,Medium Severity,Week 8,2019,3,3,,
Chuma Edoga,CE-0225,New York Jets,ankle sprain,ankle,lower body,Low Severity,Week 11,2019,0,1,,
Chuma Edoga,CE-0225,New York Jets,MCL sprain,knee,lower body,Medium Severity,Week 12,2019,5,5,,
Clayton Fejedelem,CF-0337,Cincinnati Bengals,ankle sprain,ankle,lower body,Low Severity,Week 2,2019,0,1,,
Clelin Ferrell,CF-0362,Oakland Raiders,concussion,head,upper body,Low Severity,Week 4,2019,1,1,,
Cameron Fleming,CF-0675,Dallas Cowboys,calf strain,calf,lower body,Low Severity,Week 9,2019,2,3,,
Cody Ford,CF-0875,Buffalo Bills,elbow sprain,elbow,upper body,Low Severity,Preseason,2019,0,1,,
Cody Ford,CF-0875,Buffalo Bills,concussion,head,upper body,Low Severity,Week 5,2019,0,1,,
